,323_CT,381_CT,398_CT,382_CT,397_CT,485_CT,486_CT,487_CT,488_CT,489_CT,490_CT,491_CT,492_CT,494_CT,496_CT,497_CT,498_CT,499_CT,500_CT,501_CT,472_CT,459_CT,323_LT,381_LT,398_LT,382_LT,397_LT,489_LT,496_LT,472_LT,459_LT
A0A024QZJ7,0.262178665,-0.764593185,2.006724402,0.756341646,0.699085468,-0.425190516,0.550671774,0.94147971,1.735587046,-0.695639634,0.680307944,-0.406841655,0.327562566,-0.736412022,-0.422795212,-0.786018445,0.854295076,-0.017747674,-0.264944637,-0.560155724,2.041862719,0.279290039,-0.47151891,-1.241697334,0.134688129,0.134511366,-0.906420113,0.8552434,-1.918674484,0.177554468,-0.169288543
A0A024QZK5,-0.632987839,1.675369398,-1.162307909,0.101185297,0.309010593,-0.286850034,-0.270358558,-0.826517941,-1.212073189,0.540418055,-0.146626336,-1.052729662,0.249121627,1.406464095,0.001935713,0.438865485,-1.949721552,0.12478516,-0.733953163,0.074496085,-1.015511157,0.318129626,-0.765674684,0.174438685,1.77592234,0.643838487,0.460122556,1.424391668,1.277683356,0.361299773,0.528437642
A0A024QZK7,-2.097957528,0.645290901,-0.420989851,0.877643395,0.978135475,0.851466297,0.942033111,0.59001638,0.113781652,0.497433915,-0.531654939,0.771699923,-0.278832509,0.80126881,-0.691340186,-0.020835821,1.778659735,0.067340867,0.849179957,0.862233438,0.514457294,0.467368354,-1.33701749,-2.455967618,-1.001137434,1.804431973,-0.739457097,-0.482698623,-1.25387742,-0.070326947,-1.371714284
A0A024QZK8,0.139416329,-0.743486762,-0.018601631,-0.031932114,-0.783565087,-0.190559243,0.407585202,0.251065002,0.842297117,-0.470764095,0.616333553,-0.0934888,0.957613309,-0.100076968,-0.007828465,0.219195253,0.802032714,0.29112248,0.523138377,-1.961299216,2.080272784,1.721932701,-0.880581179,-2.053671454,-1.008204302,-1.690965026,-0.317180354,-0.498738839,-0.935062681,2.249687568,1.180206156
A0A024QZM0,1.117478468,0.210302866,-0.742057241,-0.161778228,0.27208227,-0.236810616,0.149560546,-0.37650209,-0.198502009,0.12923109,-0.266902667,0.15863931,0.084955075,-0.020588739,-1.296891491,0.244826545,3.362890406,-0.189933037,0.205574187,0.030540975,-1.00057339,0.023534878,1.627343833,0.173092575,0.693893806,-0.12466779,-0.309147363,-0.418689898,-3.216213449,0.241652632,-0.247852075
A0A024QZM3,0.259535744,-2.39042941,-1.560919832,1.110713064,-1.071858087,0.267824456,-0.199118966,-0.148549175,-0.214803788,-0.383256997,-0.490184612,-0.530073491,1.360215952,0.157965823,-0.893304864,-1.546080989,0.19261258,1.06460885,1.424401013,-0.195963892,-0.161827339,-0.328123624,-1.503870285,0.044282136,-1.107724933,0.711302265,0.025250881,2.697559484,-0.382479838,0.169914587,0.062931218
A0A024QZM5,-0.483066985,-1.465152313,0.580155135,-0.726242154,0.922045926,1.790482631,-0.599475679,0.370760732,-1.923423826,-0.076690651,1.625914431,1.794687326,-0.711440683,0.162484592,-0.670142991,-0.73292368,1.362243498,-1.053066637,1.2079652,-0.132946874,-0.067037326,2.236737016,-0.308793296,-1.508551973,1.477993486,-0.758791819,-1.593022615,-0.095159649,-0.234881894,0.097688557,0.821345906
A0A024QZM6,0.966716002,-0.440396034,0.881032308,0.989265109,0.163236021,-0.553230268,0.903413417,0.306246479,0.537570028,0.421655553,-0.299832887,0.658550989,1.703802325,-1.128375883,0.295842378,0.247958021,0.077787641,0.156086173,-0.525549004,0.768624834,-3.025871814,-0.501479193,0.064403787,-2.722279691,0.670906686,-0.601981781,0.631461091,0.115338615,0.570454882,-1.938199084,0.336748319
A0A024QZM7,-0.250007042,0.311843767,-0.559883533,-0.816050164,-1.006110604,-1.746636823,0.114627106,0.204433822,-0.224219033,-0.148334014,-0.668119339,0.514155018,0.413090136,2.681241291,-0.191771762,0.111758563,-1.034936157,0.014782919,0.787535763,-1.191426882,2.417138817,0.676004424,-0.086381802,-1.5033959,-1.870331296,-0.86703775,-0.944450746,0.831254417,0.622696945,-0.734204051,0.450940698
A0A024QZN2,1.31814145,0.61840194,1.144910901,0.487188752,-0.615307769,-0.091599075,0.391008495,0.565995972,0.877464238,-1.624996578,1.191678163,-0.400100017,1.668970442,0.670801228,0.463005815,0.124885598,0.759855518,0.594571454,-0.374410815,-1.807132751,-0.003195048,0.427350571,-0.19081666,0.537664561,-1.390833558,-1.554859223,-1.701832993,-1.604114533,-0.003880245,-0.882723165,1.719301939
A0A024QZN4,-0.096186997,1.476075668,0.591970511,-0.306574843,0.222749683,0.400796954,-0.327856447,1.018643092,0.104893306,-0.099099904,-0.061062192,0.659686329,-0.653347424,3.199186973,-0.907336082,-0.139904611,0.589031605,-0.147067105,0.506861522,-0.383315873,1.650744385,0.483980679,-0.577730714,-1.371677115,-1.105059452,-0.720553796,-1.144268633,-1.094175315,-1.428827467,-0.054317553,-1.052566631
A0A024QZN7,-1.857767648,-0.058078286,-0.44638838,2.052716379,0.379618772,-0.119052391,0.520497703,0.14439847,0.200059813,0.289374794,0.350529009,-1.008627235,-0.404092891,0.437199252,-0.109755569,0.205658101,-0.992803069,-0.232708908,0.630463454,-1.853333287,1.274778548,0.458521593,-1.609029787,-0.154530814,-1.156869053,2.756546302,0.230158158,-0.044722296,-0.451289149,-1.20128019,0.11635309
A0A024QZN8,-0.083624418,0.213843409,-0.435776751,1.062476886,0.822280484,0.337045678,0.176529065,-0.336837749,0.050950911,-0.048134203,0.137623359,0.019641142,0.056725409,-0.919853088,1.027727347,-0.127603799,-0.374228389,0.329910715,0.075269978,1.048967182,0.124567733,0.013111283,-0.044959298,1.114582268,-4.900477099,0.67969161,-0.044183279,-0.455096259,1.048032727,0.077382119,0.376237306
A0A024QZP6,0.475292487,0.521288219,-0.267438049,0.326192418,-0.513380256,-0.72701956,1.074136473,-0.120655793,0.868897382,-1.470693453,0.464702992,-0.495750145,1.420817927,0.248144019,1.32122237,1.114382743,0.405501366,-0.534448941,-0.041110219,-0.180288348,1.14284772,0.656856809,0.227071278,-2.111207367,-3.101848863,0.01228181,-0.470699616,-0.835929344,0.774114582,0.572128759,-1.626698421
A0A024QZP7,1.508912687,-1.407734562,1.111453504,0.661339705,-0.002299481,1.03631235,1.12275561,0.456185057,1.531526137,-2.272947067,1.42985447,-0.666029363,0.96997038,-1.547744344,-0.307657889,0.218197674,0.803019906,0.693281805,0.523834506,-0.166612032,-0.854254093,-0.12016299,1.121634588,-1.967404517,0.301221512,-0.543318954,-0.465839899,-0.557909421,-0.657601946,-1.83815475,0.0149491
A0A024QZQ2,-1.325137425,-0.071149812,-0.109134495,-0.675595588,-0.180462833,2.43741022,-0.146472023,1.046502636,-0.77118322,-0.27269446,-0.549430613,0.119911858,-0.933981546,-1.709681982,-0.370162362,-0.144377996,1.277038878,-0.653831012,0.710348762,-1.479596119,0.797759288,1.164731717,-0.403486007,-0.568433536,-0.531073585,1.677222883,-1.009106726,1.407758435,1.180848787,-0.829866107,0.454192993
A0A024QZR3,0.372742779,-1.160379428,-1.400514342,0.529784556,0.281300006,0.51169948,0.717988375,-0.098187235,0.922412477,-3.137255756,0.827616954,-1.2804359,0.971333338,-0.921290802,0.292320803,-0.233956326,0.658529398,0.083443452,0.245610597,-0.331985791,1.123271822,-0.284294026,1.348121316,-0.766044755,-2.010857166,-0.548722282,0.369862547,0.2291869,0.037032735,0.116834995,-1.126015619
A0A024QZR5,2.585031772,-1.002556277,-0.783187634,-0.63167756,0.033783867,0.139753271,1.097668788,0.596838459,-1.021581361,1.188171763,0.073401832,-1.154894418,-0.716429429,-0.988134286,-1.143423561,0.907175572,2.010586129,0.501149963,-0.21055079,-0.067697369,0.26855823,0.374688387,1.549573288,0.071715998,-1.790941946,0.358326867,0.198686367,0.963246422,-1.189367426,0.278880004,-0.602021077
A0A024QZS1,-0.321686866,0.593708616,-0.292327951,-0.003874865,-0.441489548,-0.094384574,1.298564976,-0.497276786,0.260642564,1.781412303,0.010838065,-0.777693389,-0.525321753,-2.633855427,-0.507895009,1.720744524,-0.761813046,0.630411313,0.390076302,1.350859006,-0.334832832,-0.583736959,-0.48772815,0.42857798,0.582506006,-0.513567066,0.295084972,0.644767902,-0.204526289,1.119807846,-1.79230627
A0A024QZS4,-0.176419643,-0.48418759,-1.492478914,0.408372159,0.483467676,-0.483242685,1.316293605,-0.205851733,0.27903882,-0.003624082,0.544463669,-0.820965089,0.481507652,-2.88167357,0.766902419,-0.04940409,0.721507629,-0.335706576,2.492010755,-0.501300306,-0.772003609,1.23024002,-0.899520263,-0.752591349,-1.369386451,-0.231409543,0.092166614,0.930429705,1.174415201,-1.238974573,0.899733684
A0A024QZT0,0.674371512,-0.779464062,0.489705073,0.449379356,-0.136917967,-0.389736872,0.150238332,-0.02381171,0.32768403,-0.233414457,0.053201306,-0.725925452,0.614154989,-0.361798958,-0.623524479,-0.129933316,-0.17321032,-0.051609792,-0.214163555,-0.781787481,1.109005152,1.393132793,0.374171626,-3.676670751,-0.336205054,0.177444852,0.372560749,-0.361816484,-1.193114123,3.046974767,0.738294897
A0A024QZT2,-1.491465566,-0.901970193,0.149347898,2.665381431,-0.849248691,-0.756866659,-0.338243119,-0.648312212,0.477419114,-0.406056236,0.77686835,-0.367405478,0.574427366,0.598308196,-0.669692156,-0.726513625,-0.143374623,-0.406594779,-0.666580383,-0.97413135,1.341571649,0.702617345,-0.183547511,1.729511179,-0.745678523,2.93303185,0.062907775,0.124180368,-0.834750567,1.066834751,-1.125908383
A0A024QZT4,-0.171752457,1.484654266,0.078433483,-0.844960111,0.420919842,0.601256185,1.306219687,-0.486171799,-1.114330407,-0.351433679,0.332531798,1.206414967,-0.51703459,-1.611808268,1.550125567,0.720802555,0.459770103,0.214234396,-0.151268689,-1.079571652,0.310568366,0.846176535,0.581926128,0.834198583,-2.229400971,-0.608409891,-0.735568614,0.587929507,1.809425898,-0.871471026,-0.916096139
A0A024QZT9,0.795782333,-0.653759284,0.238241567,-0.340779766,-0.041624379,0.647658501,0.193654469,0.238168205,-1.082261925,0.295062737,-0.179513648,0.650525087,-1.897170778,0.278660856,-0.192919706,-0.437360599,-0.599164273,0.205391451,0.893672586,-0.874743626,2.720491432,0.286298736,0.419126458,-1.784373734,0.409042611,-0.533263505,-1.027573334,1.042210003,0.466408717,-0.160501522,-2.185178853
A0A024QZU0,1.232560643,0.596280877,-0.600505942,0.381884072,0.053538138,-0.624833854,0.971774548,0.522583125,-1.242972184,-0.850699665,1.963777831,-0.354163648,1.86518518,1.105701271,0.941253214,-1.069070896,1.017565584,0.58786278,0.260454163,-0.069855033,-1.145949162,-0.469696589,-0.190151267,-2.298487078,0.268643947,-0.91699843,0.959862836,-0.704138022,0.371027568,-1.296106119,-0.827340238
A0A024QZU5,-1.845063645,-0.715095121,1.272203754,0.781001195,-0.999360039,-1.280279926,0.404690079,-1.048357648,0.302272598,0.078402077,-2.042148681,-1.37559212,-1.109112661,0.919229497,1.962259611,-0.419135622,0.581543695,-0.877968056,-0.31093151,-1.132434739,0.463101029,-0.284595646,1.371121989,-0.430733402,-0.817544465,0.222304144,1.30780782,1.521495334,0.255768992,-0.24022964,0.208659376
A0A024QZU8,1.519659885,0.91417477,0.023664305,1.057086404,-0.930943812,-0.171854205,1.124610759,-1.035014836,0.417834725,-0.912929272,-0.206566777,0.756754472,0.969874422,0.543119234,-0.50950724,-0.711460444,1.113577804,-0.126142591,-1.375508166,0.806578782,0.017495787,0.716735901,1.252651583,-0.103148076,-0.911713971,-1.441252421,0.246803444,-0.309159932,-0.442470821,0.691976204,0.617584156
A0A024QZW0,1.335019317,-1.447169497,0.80029772,0.194171859,-0.569465222,-0.271384498,0.00195878,0.18836187,-1.057184304,0.775861434,-0.021434001,-1.055372797,-2.332377997,1.414950751,-0.508548579,-0.068817108,0.22099598,0.211230458,-0.791731457,-0.028298495,0.486751568,0.343312697,1.240567497,2.184989751,0.393614347,-0.030072872,-0.388693246,0.360829013,0.270292375,1.439172962,-0.374100412
A0A024QZW2,-1.31811813,-0.663048168,1.033474559,1.45990361,0.065417572,0.883897739,-0.359133928,-0.549492523,-0.906872311,-0.441772935,0.251948214,-0.639181782,0.048287672,-1.44468826,0.418020911,0.725405614,-0.908975672,0.556524871,0.973332065,-2.454541822,1.149244541,0.882570316,0.214573853,1.775225015,0.843958945,1.177663572,-0.533222973,-2.009054724,-1.295031708,0.122690718,1.491158186
A0A024QZW3,0.858360808,0.760838742,-1.124796973,-1.995077182,-0.28216843,-0.337321588,-1.339733304,1.052329561,0.089289381,0.913427206,1.134723714,0.592619146,0.705823683,0.477855954,-0.394565865,-1.340980345,0.209007493,0.400491226,0.755693713,-0.243580926,-0.732095322,-0.018512371,-0.243255237,-0.358448032,1.352210097,-2.467914407,0.45146349,1.113932808,-0.346926903,-0.570639534,0.631171964
A0A024QZW7,-0.295407958,-0.189755827,0.078779107,0.802810466,-0.182958771,-1.645387378,0.206659201,0.676044822,0.520777573,-0.263205844,0.909853354,-2.879549203,0.590761209,0.357386256,0.464205326,-0.230263035,0.876508986,-0.05230406,0.195258269,0.083146671,-0.175017973,-0.846789814,-4.646716569,-0.124854308,0.279647775,0.31024232,0.89165404,-0.118356501,0.430304884,-0.11130389,0.250640493
A0A024QZX3,1.979445921,-0.140429459,2.41834798,-0.829694092,-1.025012667,0.694237982,0.477990583,1.401589213,-0.344672502,0.146019735,-0.801246714,-0.183281431,-0.038259548,0.862944755,0.064065147,0.154418148,-1.237167442,0.005121146,-0.298671967,0.844080822,-0.28670428,-1.715500796,0.795705804,1.358137933,-0.442917438,-1.910691202,1.093562878,-1.051150743,-1.410822394,-0.39576523,-0.80359014
A0A024QZY0,-0.094686037,-1.594931215,0.191044847,1.340895295,0.556456626,0.11240507,-0.207916954,0.029638823,0.347589023,-0.28106322,-0.222253222,-0.149238907,0.12183607,-0.232233288,1.242078013,-1.014741001,-0.863523562,-0.454164151,-0.185116178,-1.808560492,-1.181615269,-1.085126302,-1.794458581,-1.573885447,0.627333724,1.386386753,0.649610811,1.901175169,1.517717349,0.021062514,1.117367908
A0A024QZY1,0.939520817,0.371281159,1.427575448,2.343649434,0.506086194,-0.070851568,0.186411416,0.638128466,0.389832503,-0.295789154,0.553711044,-2.247069192,0.434861524,-1.341245223,0.348426398,-0.454111233,0.504468979,0.502168742,-0.352936399,-0.204874516,-0.440469132,-0.411036129,-0.045616229,-1.664468925,1.150725505,1.633566598,-1.721448472,-0.501942108,-0.417605135,-1.202915213,0.926946327
A0A024QZY4,-1.963827906,0.652321267,-0.499587814,-0.323316227,0.523240439,-1.222722762,-2.010487846,-2.092094918,-1.749827282,0.008926674,-0.500131409,0.00089796,-0.302092453,0.622978025,0.510332535,-0.702076977,-1.015757642,-1.285721846,0.331929611,-1.269556375,0.44280338,0.051454073,-0.272509387,0.201418627,0.292043132,-1.38242093,0.008566662,1.325594754,1.129162139,-0.076124394,0.41086797
A0A024QZY5,1.44932408,-0.058657649,1.6025902,1.015977598,0.131455663,0.316890049,1.296199372,0.28986327,1.003226993,-1.259467537,0.573906511,-0.409205617,0.905512905,-1.223428167,0.962308149,0.147165831,0.608334458,0.321280847,0.34821399,-0.259894239,-1.091368695,-1.043473859,0.237555496,-3.298208424,-1.25635462,-0.631845154,-0.436535642,-0.525227295,0.162953004,0.84830435,0.142485698
A0A024R006,0.983630402,-1.446939512,0.299338382,-0.306796656,-0.423680215,-0.101807689,-0.179749574,-0.514057662,-0.153893718,-0.331622068,-1.003580903,-0.380338749,-1.056100497,-0.169984043,-0.320934278,-1.258521822,-0.002387236,-0.445686435,-2.231223432,-0.396697972,0.284143946,1.221752427,0.549058432,0.47259944,-0.846449795,0.071427554,-0.082104795,0.188731075,-0.042698696,0.451387942,2.326203992
A0A024R012,0.055576876,0.436824886,0.172082109,-3.348496305,0.961681917,0.523523316,0.150790365,0.189756071,-0.854722955,0.555146829,0.699305584,-0.515848284,-0.570427462,-1.249066348,0.077554546,0.192518024,0.059803844,0.513466538,-0.71735718,-0.205102763,-1.617004094,0.412049208,0.968094896,-1.613602034,1.270854682,1.308574743,0.035430134,1.237441629,0.39537223,-0.658769458,0.744402889
A0A024R023,0.029333744,-0.225205969,-0.334286141,0.892528687,-0.363836059,-0.308543642,2.343841205,-0.414832595,-1.514807613,-0.330747724,-0.380391494,-1.220634644,0.131916184,-0.274635448,1.629598203,0.554511458,0.156647025,0.35418832,1.58648845,-3.220389085,0.995659508,2.054643344,-0.399487053,-0.558339791,-0.036280915,0.689030836,-0.500374659,2.777580868,1.749948007,-0.819785652,-1.080140269
A0A024R032,0.157735701,1.196896301,-0.38398841,1.319330216,1.358417888,1.769061389,-1.584345387,-1.225876675,-0.187092291,1.587295298,1.131909274,-1.381709127,-1.077765588,-0.539011137,-0.068317834,-0.370568699,0.536873346,0.824381399,0.440487978,1.815655596,-1.770487058,-0.903130283,0.134525072,-0.801028078,-0.276348175,-0.513201628,-0.165448379,1.080529253,0.064362157,-0.410535368,-0.742429612
A0A024R035,-1.123494854,-0.088780919,-0.625966276,-1.193302909,-0.488831926,-0.610880994,-0.434704189,-0.67629508,0.028453667,-0.61235992,-0.244008016,-0.096973125,-0.497176326,-1.178209345,0.986588235,-0.666041016,0.288384525,-1.173866048,0.536949637,-0.584422183,0.510765997,-0.715065148,1.226435493,2.315488676,1.510681201,1.977893665,2.605788857,-0.140580987,0.818127567,0.625876246,-0.506785261
A0A024R036,-1.859262922,1.423389538,0.51931143,-0.173665222,0.124170691,-0.178436491,-0.593113369,-0.922937675,0.465765334,-0.785369208,-0.394267187,1.242617067,-0.938392315,-0.116598741,-0.126207199,-0.542148312,2.157212097,-0.269624734,-0.570205568,0.94763503,-0.119989557,-0.759537913,0.819865135,0.952468274,-1.573580058,0.186024297,-1.723203789,0.895158226,0.009523745,0.357768783,2.438380158
A0A024R040,1.346058505,0.33994663,2.060633065,0.029504749,0.449692413,-1.309821625,-0.300344764,0.707674861,-1.191840679,0.180176292,0.859872368,1.617818155,0.268519499,0.834239991,0.607655207,0.112650605,0.404259556,0.537697483,-0.503702745,-0.541604263,-0.704382285,-0.242410115,-1.277829949,-1.126861585,-0.14492314,-1.464639381,-2.888220623,0.286980867,-0.967144552,-0.083339038,-0.292601101
A0A024R042,0.446134734,-0.434072383,-0.067322519,0.874493727,-0.383728416,-0.17379828,0.045496913,0.689024139,-0.980231646,-0.636372194,-0.629350374,-0.510763844,-0.315462916,-0.928735598,1.103172247,-0.131515469,-0.370986186,2.782576382,0.771744679,-0.887671689,1.492091271,2.56772857,-0.507216888,-0.809638414,1.36595953,-0.889102908,-1.262037128,-0.598970689,0.861895943,1.569251017,0.209004451
A0A024R046,-0.360648607,-0.912078023,-0.13377412,-0.595860197,0.013859455,-0.401288699,1.703789119,1.502958051,0.246096633,-0.2287627,1.310640318,-0.131493119,0.14947428,-0.075109241,-1.112118673,-1.139479921,-0.228701873,-2.683322085,-1.208620375,-0.349776569,-0.544613863,-0.613971885,-0.63664498,1.380561488,-0.556880214,-0.443906854,-0.185474284,0.19682357,0.572857923,-0.837503837,-0.080929058
A0A024R056,-0.067142464,1.539559862,-1.498757439,-0.098972331,-0.262526538,-0.616762859,-0.127968482,0.201632776,-1.177064013,-0.339713857,0.015256534,0.467213539,-0.37472947,2.97005907,-0.33165897,1.300132807,-0.229838414,-0.42248951,0.671616294,-0.664556823,-0.728011581,1.327669822,-0.73186001,-1.036184257,-1.851399988,2.100066542,-0.389659016,-0.06820476,-0.489742275,-0.543701196,-0.303188078
A0A024R059,0.585885708,-1.070124724,0.755123994,0.169383823,0.2082231,0.233454307,0.025139132,0.225442142,0.494010902,-0.464624274,0.22439674,-0.30390179,-0.271238754,0.140007456,0.260989265,-0.077680876,0.213211604,-0.136342147,0.763844656,-0.061243544,-1.034391682,0.053741482,0.328611533,-0.115791867,0.180071306,-0.035868653,0.188528964,0.448535129,0.353390538,-4.970443606,0.141065483
A0A024R061,-0.148872891,-0.299333684,1.795976543,0.343914104,-0.919278425,0.59023257,0.212219933,0.830905415,0.642899709,-0.435722309,1.18206672,0.803694826,0.912178318,-2.323532304,1.367669262,0.173456997,-0.54255607,-0.350901227,-0.194311389,-0.724060504,0.571345463,0.011688739,-0.989123038,-2.11959981,1.569966454,0.147385397,-1.926200679,-0.832177064,1.108037824,0.909753363,-0.217036812
A0A024R071,0.193483076,-0.82362625,-0.724155885,0.311176521,-0.232966078,0.130663795,-0.369809025,0.283734947,0.678219661,-1.150066797,0.29438197,0.110829845,0.012961879,-0.676862923,0.256196769,-0.581837415,-0.208241781,0.121030055,-1.163059858,-1.167408796,3.340076027,-0.103940188,0.506459927,2.066441221,-0.82314786,0.069009553,-0.641463989,-0.343853296,-0.187750875,2.337077377,0.982727513
